Producer Manufacturing,Industrial Machinery,603915,国茂股份,23.33,23.21,25.93,23.19,19.11,23.23,16.42,23.58,-13.08,23.89,21.88
Health Services,Medical/Nursing Services,300244,迪安诊断,41.05,40.93,43.09,40.88,36.04,40.95,30.39,40.82,14.28,41.47,16.43
Producer Manufacturing,Auto Parts: OEM,601799,星宇股份,155.57,154.78,163.67,155.51,137.97,154.86,116.18,153.30,14.20,157.00,10.22
Health Technology,Pharmaceuticals: Other,002773,康弘药业,46.73,46.35,49.95,46.73,44.54,46.71,41.04,46.66,-1.68,47.25,8.52
Producer Manufacturing,Building Products,300751,迈为股份,350.46,345.50,384.11,344.14,304.89,342.04,237.08,347.27,32.22,355.15,6.78
Producer Manufacturing,Building Products,300751,迈为股份,349.46,345.37,383.99,344.12,304.88,342.48,237.08,346.98,27.23,355.03,8.45
Health Technology,Pharmaceuticals: Other,002773,康弘药业,46.86,46.37,49.96,46.73,44.55,46.69,41.04,46.68,6.66,47.27,6.29
Producer Manufacturing,Auto Parts: OEM,601799,星宇股份,156.13,154.83,163.71,155.52,137.97,155.10,116.18,154.04,24.27,157.05,5.83
Commercial Services,Miscellaneous Commercial Services,300668,杰恩设计,17.42,17.29,19.19,17.41,16.45,17.35,16.37,17.23,-8.15,17.77,13.92
Health Technology,Medical Specialties,603520,司太立,79.65,78.69,83.14,79.56,75.77,79.67,57.08,79.84,47.08,79.80,3.64
Producer Manufacturing,Electrical Products,300360,炬华科技,10.32,10.26,11.80,10.31,9.76,10.31,9.56,10.27,-25.02,10.64,24.54
Producer Manufacturing,Electrical Products,300360,炬华科技,10.32,10.26,11.80,10.31,9.76,10.31,9.56,10.28,-25.02,10.64,24.54
Commercial Services,Miscellaneous Commercial Services,300668,杰恩设计,17.43,17.29,19.19,17.41,16.45,17.38,16.37,17.30,-7.19,17.77,12.92
Process Industries,Chemicals: Specialty,002597,金禾实业,33.42,33.11,35.25,33.33,28.54,33.38,25.17,33.40,20.99,33.65,5.96
